編號,名稱,地區,地址,電話,營業時間
2968,天王牛排,Tainan,704 臺南市北區花園夜市(育德路),886-931-759321,週四、週六、週日18:00~01:00
2969,天王牛排,Tainan,745 臺南市安定區178縣道58-38號,886-919-765920,週一~週日04:30~11:00
2970,冬瓜寶冬瓜茶冷飲專賣店,Tainan,700 臺南市中西區海安路一段41號,886-6-2221223,週一~週日09:00–22:00
2971,臺南府城 吳萬春蜜餞,Tainan,700 臺南市中西區永福路二段227巷10號,886-6-2236389,星期一10:00~18:00星期二公休星期三到五10:00~18:00星期六日09:00~18:00
2972,寮國咖啡,Tainan,700 臺南市中西區中山路79巷60號,886-6-2225358,週一~週六09:30–17:00 or 週日休息
2973,阿卿杏仁茶,Tainan,700 臺南市中西區保安路82號,886-6-2262799,週一~週日14:00~23:00
2974,助仔牛肉湯,Tainan,708 臺南市安平區安平路624號,886-6-2410201,週一~週日04:30–21:00 or 週二休息
2975,阿松割包,Tainan,700 臺南市中西區國華街三段181號,886-6-2110453,週一~週日08:00–18:00 or 週四休息
2976,沙淘宮菜粽,Tainan,700 臺南市中西區西門路二段116巷(沙陶宮前),886-6-2583211,週一~週日05:30–09:00
2977,南方澳芋冰城,Tainan,711 臺南市歸仁區信義南路191號,886-6-2302878,週一~週五08:30–12:00、14:30–20:30週六~週日08:30–20:30 or 週三休息
2978,共益冰果室,Tainan,712 臺南市新化區中正路385號（新化市場入口）,886-6-5907912,週一~週日06:00~22:00
2979,新營小燒餅,Tainan,730 臺南市新營區仁愛街30-1號,886-935-811876,週一~週日05:30–12:30
2980,台南桂田酒店,Tainan,710 臺南市永康區永安一街99號,886-6-2438999,週一~週日11:30~14:00、17:30~21:00
2981,明治屋餐廳,Tainan,722 臺南市佳里區光華街209號,886-6-7224252,週一~週日11:30~14:30、17:30~20:30 or 週四休息
2982,駱駝咖啡館,Tainan,720 臺南市官田區二鎮里二鎮75-55號,886-6-6992638,週一~週日11:00–14:30、17:00–21:00 or 週二休息
2983,六穎陶秀,Tainan,720 臺南市官田區大崎里大崎59-3號,886-930-388306,週一~週五08:00–16:30 週六~週日08:00–17:00
2984,尋秘桑田,Tainan,735 臺南市下營區中山路一段476巷外環道路農地內,886-6-6893281,週一~週日09:00~18:00 or 晚上用餐需預約
2985,橋南美食咖啡,Tainan,737 臺南市鹽水區橋南街13號,886-6-6522375,週一~週日09:00–18:00
2986,白河陶坊,Tainan,732 臺南市白河區崎內里內崎內5鄰38號,886-6-6850339,週二~週日08:30–12:00、13:30–17:00 or 週一休息
2987,萬味珍,Tainan,725 臺南市將軍區長沙村1之27號,886-6-7931452,週一~週日11:00–14:00、16:45–20:00
2988,草山月世界308高地休閒農場桶仔雞,Tainan,713 臺南市左鎮區草山里113號,886-6-5730097,週一~週日10:30–20:30
2989,大內豆菜麵,Tainan,742 臺南市大內區大內市場內,886-6-5763509,週一~週日05:00–11:30
2990,鄭記碗粿,Tainan,700 臺南市中西區開山路301號,886-6-2144210,週一~週日08:30–19:00
2991,新化王家燻羊肉,Tainan,712 臺南市新化區大坑里121號,886-6-5941393,週一~週日11:00~19:00
2992,瓜瓜園,Tainan,712 臺南市新化區中山路242號,886-6-5900000,週一~週日09:00–21:00
2993,赤崁擔仔麵,Tainan,700 臺南市中西區民族路二段180號,886-6-2205336,週一~週五11:00–14:00、17:00–21:00週六~週日11:00–21:00
2994,阿裕牛肉湯,Tainan,717 臺南市仁德區中正路一段525號,886-6-2668816,週一~週日08:00–14:00、17:00–00:00 or 週一14:00-週二17:00休息
2995,紅屋頂,Tainan,716 臺南市南化區297-1號,886-6-5775267,24小時
2996,陳家手工豆花,Tainan,704 臺南市北區北忠街176號,886-6-2241474,週一~週日10:00–17:30 or 週二休息
2997,萬味香醬園門市部,Tainan,731 臺南市後壁區菁寮里58號,886-6-6623623,週六~週日09:00–18:00
2998,臻品周氏泡菜,Tainan,701 臺南市東區東安路258號,886-929-159729,週一~週日14:00–20:00 週六11:00–21:00
2999,忠味麵館,Tainan,717 臺南市仁德區仁義一街55號,886-6-2791359,週二~週六07:00–14:30 or 週一、週日休息
3000,kaffe@home,Tainan,701 臺南市東區大學路22巷3號,886-6-2379876,週一~週日11:00–21:00
3001,井選,Tainan,701 臺南市東區大學路18巷9號,886-6-2362097,週一~週日11:30–14:30、17:30–21:30
3002,街役場古蹟餐坊 Historical Township Office Restaurant,Tainan,712 臺南市新化區中正路500號,886-6-5905599,週二~週日11:00–22:00 or 週一休息
3003,Kaluwa 泰式音樂餐廳,Tainan,744 臺南市新市區民權路50號,886-6-5897960,週一~週日11:00–14:00、17:30–22:30 or 週一休息
3004,一芝紅大旺來烘焙坊,Tainan,710 臺南市永康區中山南路43巷57號,886-6-2027815,24小時
3005,二空村長張家涼麵,Tainan,717 臺南市仁德區成功里保華路14號,886-6-3352873,24小時
3006,趙家臘味,Tainan,701 臺南市東區文化五街11號,886-6-3360921,週一~週日09:00–20:00
3007,二空燕京蔥油餅,Tainan,717 臺南市仁德區二空路108號,886-6-2890923,週二~週日14:10–18:30 or 週一休息
3008,二層坪梅子雞,Tainan,715 臺南市楠西區梅嶺29號,886-6-5753982,週一~週日08:30–19:00
3009,二饌牛肉麵,Tainan,744 臺南市新市區光華街129號,886-6-5891784,週一~週日10:30–15:00、17:00–22:00
3010,三代祖傳碗稞,Tainan,737 臺南市鹽水區觀光美食城,886-6-6533381,週一~週日 9:00~17:00
3011,烏山咖啡,Tainan,716 臺南市南化區南176鄉道,886-6-5773304,週三~週日11:00–20:00 or 週一~週二休息
3012,三鮮台海鮮平價料理,Tainan,741 臺南市善化區光復路810號,886-6-5814592,週一~週日11:00~14:00、17:00–22:00
3013,千家軒,Tainan,710 臺南市永康區復國一路466號,886-6-2311927,24小時
3014,士久扁食,Tainan,710 臺南市永康區正新街48號,886-6-2832381,週一~週六11:00–21:00 or 週日休息
3015,大坑休閒農場,Tainan,712 臺南市新化區大坑里82號,886-6-5941555,24小時
3016,邱家小卷米粉,Tainan,700 臺南市中西區國華街三段5號,886-6-2210517,週一~週日11:00–17:00 or 週三休息
3017,大灣隆冰點,Tainan,710 臺南市永康區民族路351號,886-6-2736886,週一~週日09:00–19:00
3018,Mr.Wheat 小麥先生創意料理 - 新市創始店,Tainan,744 臺南市新市區富林路352號,886-6-5898565,週一~週日11:00–15:00、17:00–21:30
3019,小精靈餐飲屋,Tainan,714 臺南市玉井區中華路359號,886-6-5742472,週一~週日09:30–21:00 or 週三休息
3020,山頂居甕仔雞美食（關嶺店）,Tainan,732 臺南市白河區白河鎮關嶺里關子嶺41號,886-6-6822825,週一~週五11:00–22:00 or 週六~周日10:00–22:00
3021,長春健康素食餐飲連鎖中華店,Tainan,701 臺南市東區中華東路二段131-1號,886-6-3351599,週一~週日10:30–13:30、16:30–20:00
3022,五花馬水餃館(台南裕農門市),Tainan,701 臺南市東區裕農路783號,886-6-2005908,週一~週日11:00–14:00、17:00–21:00
3023,公館古早風味餐,Tainan,713 臺南市左鎮區岡林里31號,886-6-5730107,週一~週日8:00~20:00
3024,洪牛肉全牛料理-原:天才現宰牛肉爐,Tainan,701 臺南市東區林森路二段15號,886-6-2366979,10:00~23:30   週二休息
3025,天香園梅仔雞餐廳,Tainan,715 臺南市楠西區梅嶺29-3號,886-6-5755557,週一~週日10:00–19:00
3026,尤記安平養生堂,Tainan,708 臺南市安平區古堡街120號之1,886-6-3910375,週一~週日09:00–21:00
3027,文川梅子雞,Tainan,715 臺南市楠西區灣丘里梅嶺29之2號,886-6-5754086,週一~週日08:00–19:00
3028,木成香菇場,Tainan,732 臺南市白河區關子嶺31-16號,886-6-6822086,週一~週日 08:00–21:00
3029,牛?屋,Tainan,730 臺南市新營區三民路159號,886-6-6337950,週一~週日17:00–02:00
3030,牛光千牛肉專賣店,Tainan,721 臺南市麻豆區興南路193號,886-6-5726819,週二~週日11:00–14:00、17:00–22:00 or 週一休息
3031,無患子生技開發有限公司,Tainan,745 臺南市安定區南安里62-18號,886-800-200240,週一~ 週五08:00~17:00 or 週六~週日休息
3032,古早厝美味山產快炒,Tainan,732 臺南市白河區關嶺里關子嶺45號,886-6-6822210,週一~週日11:00–21:30
3033,古都碗粿 東門總店,Tainan,701 臺南市東區東門路2段306號,886-6-2880566,週一~週06:00–20:30
3034,古堡蚵仔煎專賣店,Tainan,708 臺南市安平區效忠街85號,886-6-2266035,週一~週日09:30–19:00 or 週三休息
3035,台南蔡虱目魚專賣店,Tainan,704 臺南市北區西門路四段236號,886-6-2820076,週一~週日10:30–00:00
3036,台糖糖廠冰品,Tainan,717 臺南市仁德區成功里文華路二段290號,886-6-2376666,週一~週日10:00–17:30
3037,台灣牛肉美食創作坊,Tainan,741 臺南市善化區成功路2號,886-6-5852909,週一~週日10:00–21:30
3038,顏選火雞,Tainan,704 臺南市北區西門路四段101號小北商場A9,886-6-2510536,週一~週日 10:30–21:00
3039,打火兄弟ㄟ麵店,Tainan,717 臺南市仁德區保生東路86號,886-6-2893177,10:00 - 18:00 or 週二六公休
3040,民權鍋燒意麵,Tainan,741 臺南市善化區民權路69號,886-6-5853405,週二~週六11:00–20:00週日11:00–14:00 or 週一休息
3041,椰子林美食餐廳,Tainan,713 臺南市左鎮區112-1號,886-6-5731483,週一~週日11:00–19:00
3042,田媽媽長盈海味屋,Tainan,727 臺南市北門區慈安里484號,886-6-7850577,週一~週日10:00–19:00 or 週四休息
3043,南化阿蘭餐廳,Tainan,716 臺南市南化區西埔里6號之5,886-6-5773917,24小時
3044,白雪冰果室,Tainan,737 臺南市鹽水區朝琴路126號,886-6-6521033,週一~週日08:30–22:00
3045,石精臼點心城,Tainan,700 臺南市中西區民族路二段230號,886-6-2110050,週一~週日06:30~00:00 or 週二休息
3046,立大冰城,Tainan,741 臺南市善化區民生路304號,886-6-5838538,週一~週日09:00–22:00
3047,愛文鄉冰島 -台南玉井店,Tainan,714 臺南市玉井區豐里里60-19號,06-5749218,週一~週日09:00–19:30
3048,吉利排骨麵-新市,Tainan,744 臺南市新市區新市里華興街34號,886-6-5995785,週一~週日11:00–14:30、17:30–21:00週六11:00–14:30
3049,如意臭豆腐,Tainan,731 臺南市後壁區後壁里175-36號,886-6-6872222,週一~週日11:00–18:30
3050,成功醬油新化門市,Tainan,712 臺南市新化區中興路767號,886-6-5906485,週一~週六08:00–17:30 or 週日休息
3051,玉井有間冰舖芒果冰,Tainan,714 臺南市玉井區中正路154號,06-5742869,週一~週五09:00–20:00 週六~週日08:00–21:00
3052,德記古早味汕頭豆花,Tainan,704 臺南市北區成功路228號,886-6-2229467,週一~週日08:00–22:00
3053,百年月津鹽水意麵,Tainan,737 臺南市鹽水區中山路49號,886-6-6525071,週一~週五 08:00~15:30
3054,竹香園甕缸雞(總店),Tainan,732 臺南市白河區關嶺里46-3號,886-6-6823100,週一~週五10:30-14:30 or  16:30-21:00週六~週日11:00 ~21:00 or 週二休息
3055,羊城小食店,Tainan,700 臺南市中西區中正路199巷5號,886-6-2216609,週一~週日10:00–21:00
3056,老街山產美食,Tainan,732 臺南市白河區關嶺里31-11號,886-6-6823369,週一~週五10:00–14:00、17:00–21:00週六~週日10:00–21:00 or 週三休息
3057,老鄉長景觀餐廳,Tainan,714 臺南市玉井區沙田里25-23號,886-6-5747579,週一~週日11:00–22:00
3058,西頭冰城,Tainan,744 臺南市新市區中正路229號,06-5992697  ,週一~週日10:00–22:30
3059,宏昌本產羊肉,Tainan,741 臺南市善化區中山路480號,886-6-5811989,週一~週日11:00–21:00
3060,新營李家宇航牛肉湯,Tainan,730 臺南市新營區中正路33-6號,886-6-6322872,週二~週六11:00–14:00、17:00–21:00週日16:00–21:00 or 週一休息
3061,里夫蛋糕店,Tainan,704 臺南市北區和緯路五段56號,886-6-2803997,週一~週日10:30–22:00
3062,佳湘西點,Tainan,723 臺南市西港區慶安路175號,886-6-7958160,週一~週六12:00–22:00 or 週日休息
3063,卓仔麵店,Tainan,717 臺南市仁德區仁義路115號,886-6-2701623,週一~週日11:00–15:00、17:00–20:30 or 週二、週六休息
3064,味新餅舖,Tainan,732 臺南市白河區中山路212號,886-931-753884,週一~週日07:00–20:00
3065,味道食品商行不老莊,Tainan,700 臺南市中西區南門路53號,886-6-2262288,週一~週日08:30~21:00
3066,呷霸浮水魚羹,Tainan,700 臺南市中西區民族路二段343號,886-6-2233634,週一~週日09:00–20:00
3067,奇美咖啡館,Tainan,701 臺南市東區大學路1號,886-6-2758011,週一~週日08:00–19:00
3068,官記臭豆腐,Tainan,704 臺南市北區海安路3段69號,886-6-2211333,週一~週日16:00–00:00 or 週二休息
3069,岩頂自然休閒坊,Tainan,732 臺南市白河區白河鎮關嶺里關子嶺65-28號,886-6-6823339,週一~週日10:00–22:00 or 週三休息
3070,所長茶葉蛋 (新化店),Tainan,712 臺南市新化區忠孝路19號,886-6-5909198,週一~週五08:00–19:30 週六~週日08:00–20:00
3071,明新食品總店,Tainan,701 臺南市東區東寧路51號1樓,886-6-2371467,週一~週日08:00 ~ 22:00
3072,明新食品-歸仁店,Tainan,711 臺南市歸仁區中山路二段255號,886-6-2305787,週一~週日09:30–21:30
3073,明新食品-東寧二店,Tainan,701 臺南市東區東寧路500號,886-6-2740011,週一~週日08:30–22:00
3074,Toka東加和漢創作料理,Tainan,708 臺南市安平區永華路二段41號,886-6-2936988,週一~週五11:30–14:30、17:30–21:30週六~週日11:30–15:00、17:30–22:00
3075,東大門韓國烤肉料理,Tainan,708 臺南市安平區永華路二段131號,886-6-2935118,週一~週日11:00–14:00、17:00–22:00
3076,新化~東成醬油會館,Tainan,712 臺南市新化區中興路293號,886-6-5801919,週一~週日08:00–20:30
3077,山里愛玉冰,Tainan,700 臺南市中西區府前路一段29號,886-6-2138699,週一~週日11:00–21:00
3078,東茂餐廳,Tainan,732 臺南市白河區十全街295號,886-6-6852128,24小時
3079,東興蚵嗲,Tainan,708 臺南市安平區古堡街1號,886-6-2290249,週一~週五12:00–18:30 週六~週日11:00–18:30
3080,東東宴會式場-華平囍嫁館,Tainan,708 臺南市安平區華平路156號,886-6-2953688,24小時
3081,東饌魚翅,Tainan,708 臺南市安平區華平路156號,886-6-2952288,週一~週日11:00~14:00、17:00~21:00
3082,松村煙燻魯味,Tainan,700 臺南市中西區民族路二段319號,886-6-2296398,週二~週日11:00–21:00 or 週一休息
3083,林仔土魠魚羹,Tainan,717 臺南市仁德區中山路130號,886-6-2700049,週一~週六06:30–18:30 or 週日休息
3084,林記虱目魚小吃店,Tainan,736 臺南市柳營區柳營路一段948號,886-6-6221148,週二~週日05:30–14:00 or 週一休息
3085,林媽媽鍋燒意麵,Tainan,721 臺南市麻豆區復興街32-1號,886-6-5729689,週二~週日06:00–12:00 or 週一休息
3086,台南武廟肉圓,Tainan,700 臺南市中西區永福路二段194號,886-6-2229142,週一~週五13:30~賣完 週六~週日12:30~賣完
3087,河南冰莊,Tainan,723 臺南市西港區中山路298號,886-6-7952620,週一~週日07:00–22:30
3088,金加紅龜店,Tainan,704 臺南市北區北華街113 號,886-6-2294996,週一~週日07:30~賣完
3089,金冠餐廳,Tainan,717 臺南市仁德區中正路三段355號,886-6-2796433,週一~週日09:30–14:00、17:00–21:00
3090,金得春捲,Tainan,700 臺南市中西區民族路三段19號,886-6-2285397,週一~週日07:00–17:00 or 週二休息
3091,阿良碗粿,Tainan,723 臺南市西港區中山路326號,886-6-7952163,?週一~週日05:00~售完為止
3092,石家正阿美綠豆湯,Tainan,704 臺南市北區西門路三段64號,886-6-2221851,週二~週日09:30–21:30 or 週一休息
3093,阿娟咖哩飯鴨肉羹,Tainan,700 臺南市中西區保安路36號,886-6-2248134,週一~週六11:00~21:00 or 週日休息
3094,阿真肉圓,Tainan,733 臺南市東山區達雲路1段1號,886-6-6801400,週一~週日11:00~19:30
3095,阿菊食堂,Tainan,711 臺南市歸仁區保大路二段1號,886-6-2055676,週一~週日10:00–14:00、17:00–21:00
3096,阿燕姨冰枝店,Tainan,743 臺南市山上區178縣道54號,886-6-5781235,24小時
3097,阿龍杏仁茶,Tainan,710 臺南市永康區小東路581號,886-6-3111091,週一~週日15:30–23:30
3098,秀里蚵嗲,Tainan,725 臺南市將軍區鯤溟里100號,886-6-7920886,週一~週日11:00–18:00 or 週二休息
3099,保哥黑輪,Tainan,700 臺南市中西區府前路一段196巷25號,886-6-2285442,週一~週日11:00–21:00 or 週四休息
3100,保興味食品行,Tainan,718 臺南市關廟區中山路二段46號1樓,886-6-5955520,週一~週日 08:30–21:30
3101,信仔牛肉湯,Tainan,745 臺南市安定區178縣道58-38號,886-6-5922577,週一~週日07:00-20:00 or 週二休息
3102,南風冰?室,Tainan,723 臺南市西港區中山路296號,886-911-871308,週一~週日08:00–21:00
3103,南寶高爾夫球場附設餐廳,Tainan,742 臺南市大內區頭社里136號,886-6-5763829,24小時
3104,品牛牛肉湯,Tainan,709 臺南市安南區海佃路2段422號,886-6-2451517,週二~週日11:00–22:00 or 週一休息
